Format Version,1.23,Take Name,H_short_3,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-03-23 04.03.00.780 ,Total Frames in Take,1572,Total Exported Frames,1572,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Isomed:Marker1,Isomed:Marker1,Isomed:Marker1,Isomed:Marker2,Isomed:Marker2,Isomed:Marker2,Isomed:Marker3,Isomed:Marker3,Isomed:Marker3,Shank:Marker1,Shank:Marker1,Shank:Marker1,Shank:Marker2,Shank:Marker2,Shank:Marker2,Shank:Marker3,Shank:Marker3,Shank:Marker3,Thigh:Marker1,Thigh:Marker1,Thigh:Marker1,Thigh:Marker2,Thigh:Marker2,Thigh:Marker2,Thigh:Marker3,Thigh:Marker3,Thigh:Marker3
,ID,"10C300","10C300","10C300","10C310","10C310","10C310","10C330","10C330","10C330","10C2C0","10C2C0","10C2C0","10C360","10C360","10C360","10C340","10C340","10C340","10C320","10C320","10C320","10C2B0","10C2B0","10C2B0","10C350","10C350","10C350"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.060943,0.827162,-0.325705,-0.193198,0.749690,-0.364982,-0.043125,0.790478,-0.286697,-0.249584,0.754614,-0.133371,-0.376133,0.588477,-0.139730,-0.313202,0.682697,-0.174198,0.170548,0.847788,-0.238004,-0.099200,0.821882,-0.072933,-0.078726,0.811206,-0.195658
1,0.010000,-0.060712,0.827161,-0.325714,-0.193311,0.749681,-0.364957,-0.043185,0.790519,-0.286669,-0.249672,0.754662,-0.133420,-0.376047,0.588465,-0.139678,-0.313451,0.682712,-0.174211,0.170353,0.847852,-0.238021,-0.099394,0.821850,-0.072867,-0.078778,0.811167,-0.195646
2,0.020000,-0.060861,0.827219,-0.325703,-0.193198,0.749690,-0.364982,-0.043134,0.790453,-0.286671,-0.249714,0.754626,-0.133389,-0.376087,0.588440,-0.139743,-0.313257,0.682686,-0.174241,0.170162,0.847916,-0.238007,-0.099252,0.821817,-0.072898,-0.078728,0.811148,-0.195658
3,0.030000,-0.060779,0.827190,-0.325706,-0.193311,0.749681,-0.364957,-0.043136,0.790535,-0.286656,-0.249717,0.754619,-0.133410,-0.376084,0.588449,-0.139728,-0.313291,0.682716,-0.174208,0.170258,0.847825,-0.238045,-0.099194,0.821808,-0.072877,-0.078849,0.811148,-0.195657
4,0.040000,-0.060779,0.827190,-0.325706,-0.193311,0.749681,-0.364957,-0.043070,0.790496,-0.286703,-0.249711,0.754584,-0.133349,-0.376228,0.588456,-0.139746,-0.313426,0.682673,-0.174196,0.170258,0.847825,-0.238045,-0.099592,0.821753,-0.072903,-0.078655,0.811120,-0.195657
5,0.050000,-0.060943,0.827162,-0.325705,-0.193311,0.749681,-0.364957,-0.043076,0.790494,-0.286683,-0.249711,0.754584,-0.133349,-0.376124,0.588453,-0.139757,-0.313257,0.682686,-0.174241,0.170548,0.847788,-0.238004,-0.099478,0.821720,-0.072931,-0.078786,0.811080,-0.195667
6,0.060000,-0.060613,0.827165,-0.325744,-0.193198,0.749690,-0.364982,-0.043136,0.790535,-0.286656,-0.249653,0.754597,-0.133398,-0.376228,0.588456,-0.139746,-0.313483,0.682698,-0.174228,0.170353,0.847852,-0.238021,-0.099485,0.821708,-0.072982,-0.079041,0.811039,-0.195724
7,0.070000,-0.060876,0.827133,-0.325713,-0.193311,0.749681,-0.364957,-0.043127,0.790491,-0.286679,-0.249692,0.754606,-0.133359,-0.376144,0.588442,-0.139711,-0.313279,0.682654,-0.174214,0.170640,0.847771,-0.238052,-0.099453,0.821740,-0.073007,-0.078894,0.810987,-0.195712
8,0.080000,-0.060767,0.827175,-0.325712,-0.193311,0.749681,-0.364957,-0.043125,0.790478,-0.286697,-0.249781,0.754571,-0.133337,-0.376158,0.588423,-0.139739,-0.313418,0.682689,-0.174205,0.170352,0.847809,-0.238092,-0.099515,0.821692,-0.072996,-0.078845,0.810959,-0.195726
9,0.090000,-0.060859,0.827166,-0.325739,-0.193281,0.749668,-0.364976,-0.043180,0.790522,-0.286690,-0.249787,0.754583,-0.133363,-0.376192,0.588443,-0.139732,-0.313475,0.682686,-0.174208,0.170215,0.847780,-0.238080,-0.099595,0.821682,-0.073129,-0.078759,0.810908,-0.195754
10,0.100000,-0.060858,0.827180,-0.325729,-0.193311,0.749681,-0.364957,-0.043369,0.790521,-0.286657,-0.249783,0.754594,-0.133372,-0.376192,0.588443,-0.139732,-0.313384,0.682651,-0.174202,0.170409,0.847716,-0.238063,-0.099474,0.821548,-0.073118,-0.078589,0.810850,-0.195764
11,0.110000,-0.060848,0.827204,-0.325709,-0.193311,0.749681,-0.364957,-0.043125,0.790478,-0.286697,-0.249761,0.754588,-0.133387,-0.376199,0.588436,-0.139705,-0.313416,0.682667,-0.174206,0.170547,0.847745,-0.238075,-0.099571,0.821535,-0.073145,-0.078663,0.810795,-0.195772
12,0.120000,-0.060799,0.827142,-0.325690,-0.193268,0.749658,-0.364962,-0.043119,0.790476,-0.286695,-0.249677,0.754553,-0.133364,-0.376160,0.588432,-0.139676,-0.313450,0.682683,-0.174182,0.170409,0.847716,-0.238063,-0.099689,0.821509,-0.073131,-0.078544,0.810745,-0.195761
13,0.130000,-0.060939,0.827210,-0.325725,-0.193281,0.749668,-0.364976,-0.043133,0.790522,-0.286674,-0.249766,0.754555,-0.133360,-0.376023,0.588409,-0.139694,-0.313450,0.682676,-0.174221,0.170215,0.847780,-0.238080,-0.099551,0.821472,-0.073130,-0.078654,0.810730,-0.195753
14,0.140000,-0.060761,0.827223,-0.325733,-0.193281,0.749668,-0.364976,-0.043185,0.790519,-0.286669,-0.249744,0.754549,-0.133330,-0.376127,0.588412,-0.139683,-0.313416,0.682667,-0.174206,0.170547,0.847745,-0.238075,-0.099607,0.821407,-0.073130,-0.078693,0.810712,-0.195772
15,0.150000,-0.060695,0.827195,-0.325741,-0.193311,0.749681,-0.364957,-0.043259,0.790523,-0.286636,-0.249677,0.754553,-0.133364,-0.376098,0.588391,-0.139677,-0.313384,0.682651,-0.174202,0.170409,0.847716,-0.238063,-0.099549,0.821400,-0.073142,-0.078693,0.810712,-0.195772
