Format Version,1.23,Take Name,H_superlong_1,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-03-23 03.32.01.204 ,Total Frames in Take,1606,Total Exported Frames,1606,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Isomed:Marker1,Isomed:Marker1,Isomed:Marker1,Isomed:Marker2,Isomed:Marker2,Isomed:Marker2,Isomed:Marker3,Isomed:Marker3,Isomed:Marker3,Shank:Marker1,Shank:Marker1,Shank:Marker1,Shank:Marker2,Shank:Marker2,Shank:Marker2,Shank:Marker3,Shank:Marker3,Shank:Marker3,Thigh:Marker1,Thigh:Marker1,Thigh:Marker1,Thigh:Marker2,Thigh:Marker2,Thigh:Marker2,Thigh:Marker3,Thigh:Marker3,Thigh:Marker3
,ID,"107B80","107B80","107B80","107B70","107B70","107B70","107920","107920","107920","107AC0","107AC0","107AC0","107B50","107B50","107B50","107B20","107B20","107B20","107B90","107B90","107B90","106F40","106F40","106F40","107AD0","107AD0","107AD0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.083030,0.789949,-0.326711,-0.106928,0.637107,-0.362917,-0.042935,0.780731,-0.286719,-0.148084,0.603920,-0.131684,-0.105641,0.398754,-0.132044,-0.134679,0.507722,-0.169944,0.175336,0.841312,-0.241757,-0.088700,0.781523,-0.083128,-0.063325,0.777764,-0.208648
1,0.010000,-0.082979,0.789947,-0.326671,-0.107023,0.637161,-0.362869,-0.042949,0.780746,-0.286727,-0.148045,0.603961,-0.131757,-0.105792,0.398767,-0.132022,-0.134781,0.507714,-0.169959,0.175336,0.841312,-0.241757,-0.088543,0.781593,-0.083095,-0.063251,0.777808,-0.208607
2,0.020000,-0.083202,0.789983,-0.326696,-0.106928,0.637107,-0.362917,-0.042935,0.780731,-0.286719,-0.148017,0.603934,-0.131727,-0.105792,0.398767,-0.132022,-0.134729,0.507762,-0.169960,0.175522,0.841384,-0.241638,-0.088659,0.781668,-0.083031,-0.063189,0.777901,-0.208552
3,0.030000,-0.082974,0.789928,-0.326712,-0.107023,0.637161,-0.362869,-0.042949,0.780746,-0.286727,-0.148043,0.603953,-0.131740,-0.105990,0.398789,-0.132032,-0.134690,0.507720,-0.169964,0.175573,0.841480,-0.241583,-0.088708,0.781767,-0.083026,-0.063262,0.778013,-0.208512
4,0.040000,-0.082881,0.789907,-0.326693,-0.106952,0.637132,-0.362896,-0.042952,0.780756,-0.286763,-0.148074,0.603965,-0.131724,-0.105818,0.398768,-0.132042,-0.134689,0.507733,-0.169957,0.175370,0.841548,-0.241576,-0.088772,0.781796,-0.083025,-0.063342,0.778040,-0.208520
5,0.050000,-0.083112,0.789940,-0.326728,-0.106928,0.637107,-0.362917,-0.042923,0.780739,-0.286749,-0.148017,0.603934,-0.131727,-0.105848,0.398772,-0.132062,-0.134775,0.507722,-0.169943,0.175204,0.841654,-0.241540,-0.088879,0.781842,-0.083019,-0.063338,0.778094,-0.208483
