Format Version,1.23,Take Name,SH_short_2,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-03-23 03.55.44.087 ,Total Frames in Take,1556,Total Exported Frames,1556,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Isomed:Marker1,Isomed:Marker1,Isomed:Marker1,Isomed:Marker2,Isomed:Marker2,Isomed:Marker2,Isomed:Marker3,Isomed:Marker3,Isomed:Marker3,Shank:Marker1,Shank:Marker1,Shank:Marker1,Shank:Marker2,Shank:Marker2,Shank:Marker2,Shank:Marker3,Shank:Marker3,Shank:Marker3,Thigh:Marker1,Thigh:Marker1,Thigh:Marker1,Thigh:Marker2,Thigh:Marker2,Thigh:Marker2,Thigh:Marker3,Thigh:Marker3,Thigh:Marker3
,ID,"10C300","10C300","10C300","10C310","10C310","10C310","10C330","10C330","10C330","10C2C0","10C2C0","10C2C0","10C360","10C360","10C360","10C340","10C340","10C340","10C320","10C320","10C320","10C2B0","10C2B0","10C2B0","10C350","10C350","10C350"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
36,0.360000,-0.051006,0.830805,-0.325367,-0.198345,0.790031,-0.365045,-0.043877,0.790724,-0.286645,-0.250996,0.805876,-0.133092,-0.418724,0.681184,-0.140565,-0.331974,0.754748,-0.174538,0.172342,0.850092,-0.235466,-0.089830,0.831716,-0.067221,-0.072808,0.821897,-0.187469
37,0.370000,-0.050928,0.830776,-0.325372,-0.198290,0.790041,-0.365091,-0.043839,0.790703,-0.286634,-0.251060,0.805896,-0.133133,-0.418630,0.681188,-0.140581,-0.331887,0.754762,-0.174537,0.172342,0.850092,-0.235466,-0.089700,0.831695,-0.067268,-0.072808,0.821897,-0.187469
38,0.380000,-0.050928,0.830776,-0.325372,-0.198312,0.789999,-0.365098,-0.043757,0.790715,-0.286612,-0.251049,0.805891,-0.133106,-0.418633,0.681198,-0.140552,-0.331917,0.754774,-0.174525,0.172225,0.850072,-0.235377,-0.089689,0.831721,-0.067205,-0.072695,0.821852,-0.187449
39,0.390000,-0.050928,0.830776,-0.325372,-0.198391,0.790032,-0.365043,-0.043908,0.790725,-0.286663,-0.251060,0.805896,-0.133133,-0.418575,0.681201,-0.140596,-0.331854,0.754754,-0.174523,0.172381,0.850069,-0.235331,-0.089675,0.831695,-0.067248,-0.072677,0.821901,-0.187438
40,0.400000,-0.051034,0.830778,-0.325363,-0.198310,0.790051,-0.365083,-0.043908,0.790725,-0.286663,-0.251007,0.805880,-0.133119,-0.418669,0.681197,-0.140581,-0.331988,0.754747,-0.174537,0.172222,0.850123,-0.235308,-0.089764,0.831692,-0.067229,-0.072677,0.821901,-0.187438
41,0.410000,-0.050928,0.830776,-0.325372,-0.198296,0.789988,-0.365085,-0.043938,0.790753,-0.286634,-0.251144,0.805909,-0.133119,-0.418632,0.681133,-0.140593,-0.331960,0.754734,-0.174549,0.172364,0.850096,-0.235380,-0.089689,0.831726,-0.067167,-0.072677,0.821901,-0.187438
42,0.420000,-0.051078,0.830787,-0.325371,-0.198314,0.790018,-0.365062,-0.043908,0.790725,-0.286663,-0.251029,0.805871,-0.133098,-0.418724,0.681184,-0.140565,-0.331887,0.754762,-0.174537,0.172225,0.850072,-0.235377,-0.089789,0.831731,-0.067171,-0.072563,0.821856,-0.187418
43,0.430000,-0.051000,0.830758,-0.325376,-0.198160,0.790043,-0.365098,-0.043877,0.790724,-0.286645,-0.251007,0.805880,-0.133119,-0.418787,0.681167,-0.140573,-0.331960,0.754734,-0.174549,0.172515,0.850064,-0.235372,-0.089772,0.831734,-0.067151,-0.072804,0.821897,-0.187419
44,0.440000,-0.050962,0.830796,-0.325359,-0.198343,0.790012,-0.365080,-0.043877,0.790724,-0.286645,-0.251007,0.805880,-0.133119,-0.418617,0.681177,-0.140616,-0.331839,0.754746,-0.174525,0.172360,0.850066,-0.235418,-0.089760,0.831721,-0.067166,-0.072563,0.821856,-0.187418
45,0.450000,-0.051078,0.830787,-0.325371,-0.198343,0.790012,-0.365080,-0.043877,0.790724,-0.286645,-0.251007,0.805880,-0.133119,-0.418751,0.681167,-0.140543,-0.331887,0.754762,-0.174537,0.172409,0.850071,-0.235500,-0.089760,0.831721,-0.067166,-0.072563,0.821856,-0.187418
46,0.460000,-0.051000,0.830758,-0.325376,-0.198271,0.790029,-0.365078,-0.043757,0.790715,-0.286612,-0.251029,0.805871,-0.133098,-0.418669,0.681197,-0.140581,-0.331961,0.754734,-0.174549,0.172155,0.850083,-0.235501,-0.089798,0.831720,-0.067167,-0.072563,0.821856,-0.187418
47,0.470000,-0.051000,0.830758,-0.325376,-0.198280,0.790028,-0.365036,-0.043951,0.790742,-0.286643,-0.251089,0.805908,-0.133096,-0.418724,0.681184,-0.140565,-0.331974,0.754748,-0.174538,0.172409,0.850071,-0.235500,-0.089772,0.831734,-0.067151,-0.072677,0.821901,-0.187438
48,0.480000,-0.050928,0.830776,-0.325372,-0.198326,0.790001,-0.365067,-0.043877,0.790724,-0.286645,-0.251002,0.805869,-0.133108,-0.418803,0.681158,-0.140543,-0.331887,0.754762,-0.174537,0.172155,0.850083,-0.235501,-0.089689,0.831726,-0.067167,-0.072566,0.821921,-0.187437
49,0.490000,-0.051041,0.830825,-0.325354,-0.198343,0.790012,-0.365080,-0.043938,0.790753,-0.286634,-0.251029,0.805871,-0.133098,-0.418724,0.681184,-0.140565,-0.331887,0.754762,-0.174537,0.172183,0.849990,-0.235557,-0.089682,0.831737,-0.067170,-0.072566,0.821921,-0.187437
